pair,symbol,direction,expiry,entry_price,close_price,result,pnl_pct,entry_time,strategy,confidence,session
EUR/JPY OTC,#EURJPY_otc,BUY,1m,186.437,186.451,WIN,0.00751,2026-04-01 14:05:00,level_breakout,57.7,NEUTRAL
KES/USD OTC,#KESUSD_otc,BUY,1m,0.0075135,0.0075203,WIN,0.0905,2026-04-01 14:05:00,level_touch,65.7,NEUTRAL
AUD/JPY OTC,#AUDJPY_otc,BUY,1m,109.933,109.872,LOSS,-0.05549,2026-04-01 14:05:00,level_breakout,55.4,NEUTRAL
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.34551,1.34515,WIN,0.02676,2026-04-01 14:05:50,level_touch,61.5,NEUTRAL
USD/CHF OTC,#USDCHF_otc,BUY,1m,0.79473,0.79315,LOSS,-0.19881,2026-04-01 14:05:50,level_touch,66.9,NEUTRAL
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.13994,1.13977,LOSS,-0.01491,2026-04-01 14:06:40,level_touch,71.7,NEUTRAL
CAD/JPY OTC,#CADJPY_otc,BUY,1m,114.45,114.528,WIN,0.06815,2026-04-01 14:07:30,level_touch,64.7,NEUTRAL
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.55973,0.55926,WIN,0.08397,2026-04-01 14:07:30,level_breakout,55.2,NEUTRAL
EUR/JPY OTC,#EURJPY_otc,BUY,1m,186.457,186.449,LOSS,-0.00429,2026-04-01 14:08:20,level_breakout,57.0,NEUTRAL
KES/USD OTC,#KESUSD_otc,BUY,1m,0.0075141,0.0075148,WIN,0.00932,2026-04-01 14:09:10,level_touch,66.8,NEUTRAL
GBP/AUD OTC,#GBPAUD_otc,BUY,1m,1.95568,1.95725,WIN,0.08028,2026-04-01 14:09:10,level_touch,57.2,NEUTRAL
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.86719,0.86666,WIN,0.06112,2026-04-01 14:09:10,level_touch,65.7,NEUTRAL
CHF/JPY OTC,#CHFJPY_otc,BUY,1m,201.296,201.31,WIN,0.00695,2026-04-01 14:09:10,level_touch,65.1,NEUTRAL
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.1398,1.13949,LOSS,-0.0272,2026-04-01 14:10:00,level_touch,64.4,NEUTRAL
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.55902,0.55874,WIN,0.05009,2026-04-01 14:10:50,level_breakout,57.7,NEUTRAL
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.52023,0.51948,WIN,0.14417,2026-04-01 14:11:40,level_touch,64.4,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.95832,1.96003,LOSS,-0.08732,2026-04-01 14:15:00,level_touch,64.7,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.34495,1.34446,WIN,0.03643,2026-04-01 14:15:00,level_touch,66.8,BEAR
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.51955,0.51971,LOSS,-0.0308,2026-04-01 14:15:00,level_breakout,55.9,BEAR
