pair,symbol,direction,expiry,entry_price,close_price,result,pnl_pct,entry_time,strategy,confidence
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,216.979,216.943,WIN,0.01659,2026-03-27 09:15:14,ema_bounce,83
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.99348,0.99286,WIN,0.06241,2026-03-27 09:16:04,level_touch,57.1
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.86108,1.86136,LOSS,-0.01505,2026-03-27 09:16:04,level_touch,62.8
AUD/CHF OTC,#AUDCHF_otc,BUY,1m,0.57057,0.5691,LOSS,-0.25764,2026-03-27 09:16:04,ema_bounce,60.7
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.88121,0.88118,WIN,0.0034,2026-03-27 09:16:54,level_touch,60.0
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.78574,0.78588,LOSS,-0.01782,2026-03-27 09:16:54,level_touch,66.4
NZD/JPY OTC,#NZDJPY_otc,SELL,1m,99.475,99.613,LOSS,-0.13873,2026-03-27 09:16:54,level_touch,61.9
EUR/JPY OTC,#EURJPY_otc,BUY,1m,187.315,187.332,WIN,0.00908,2026-03-27 09:17:44,ema_bounce,67.6
AUD/USD OTC,#AUDUSD_otc,BUY,1m,0.7154,0.7156,WIN,0.02796,2026-03-27 09:17:44,level_breakout,63.1
AUD/NZD OTC,#AUDNZD_otc,BUY,1m,1.19261,1.19249,LOSS,-0.01006,2026-03-27 09:17:44,ema_bounce,58.9
CAD/CHF OTC,#CADCHF_otc,BUY,1m,0.63558,0.63668,WIN,0.17307,2026-03-27 09:17:44,level_breakout,55.2
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.41981,1.4204,LOSS,-0.04155,2026-03-27 09:17:44,ema_bounce,85
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.99218,0.99278,LOSS,-0.06047,2026-03-27 09:19:24,level_breakout,60.4
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.87936,0.87938,LOSS,-0.00227,2026-03-27 09:20:14,level_breakout,62.3
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.86074,1.86112,LOSS,-0.02042,2026-03-27 09:20:14,level_touch,65.1
AUD/CHF OTC,#AUDCHF_otc,BUY,1m,0.57051,0.57138,WIN,0.1525,2026-03-27 09:20:14,ema_bounce,83
AUD/USD OTC,#AUDUSD_otc,BUY,1m,0.71621,0.71619,LOSS,-0.00279,2026-03-27 09:21:04,level_breakout,55.9
CAD/CHF OTC,#CADCHF_otc,BUY,1m,0.6369,0.6373,WIN,0.0628,2026-03-27 09:21:04,level_breakout,56.7
KES/USD OTC,#KESUSD_otc,BUY,1m,0.004061,0.00415,WIN,2.19158,2026-03-27 09:21:04,level_bounce,57.1
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42082,1.42085,LOSS,-0.00211,2026-03-27 09:21:04,level_bounce,75
NZD/USD OTC,#NZDUSD_otc,BUY,1m,0.62311,0.62299,LOSS,-0.01926,2026-03-27 09:21:04,level_breakout,56.3
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.14757,1.14755,LOSS,-0.00174,2026-03-27 09:22:44,level_touch,61.9
AUD/NZD OTC,#AUDNZD_otc,BUY,1m,1.19385,1.19226,LOSS,-0.13318,2026-03-27 09:22:44,ema_bounce,61.1
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.74249,1.74068,WIN,0.10387,2026-03-27 09:22:44,level_breakout,55.2
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.31732,1.31763,LOSS,-0.02353,2026-03-27 09:22:44,ema_bounce,76
USD/CHF OTC,#USDCHF_otc,BUY,1m,0.78672,0.78791,WIN,0.15126,2026-03-27 09:22:44,ema_bounce,57.1
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,216.956,217.081,LOSS,-0.05762,2026-03-27 09:22:44,ema_bounce,60.4
USD/JPY OTC,#USDJPY_otc,SELL,1m,158.133,158.147,LOSS,-0.00885,2026-03-27 09:24:24,ema_bounce,81
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.62254,0.62311,LOSS,-0.09156,2026-03-27 09:24:24,level_breakout,58.2
EUR/GBP OTC,#EURGBP_otc,BUY,1m,0.85187,0.85111,LOSS,-0.08922,2026-03-27 09:24:24,ema_bounce,76
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,109.793,109.711,WIN,0.07469,2026-03-27 09:25:14,ema_bounce,58.0
NZD/JPY OTC,#NZDJPY_otc,BUY,1m,99.547,99.612,WIN,0.0653,2026-03-27 09:25:14,ema_bounce,76
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.14775,1.14763,LOSS,-0.01046,2026-03-27 09:26:04,level_touch,69.5
CAD/CHF OTC,#CADCHF_otc,BUY,1m,0.63772,0.63759,LOSS,-0.02039,2026-03-27 09:26:54,level_breakout,57.0
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.74079,1.74118,LOSS,-0.0224,2026-03-27 09:26:54,level_breakout,56.7
GBP/AUD OTC,#GBPAUD_otc,BUY,1m,1.86271,1.86131,LOSS,-0.07516,2026-03-27 09:26:54,ema_bounce,58.0
USD/JPY OTC,#USDJPY_otc,SELL,1m,158.105,158.02,WIN,0.05376,2026-03-27 09:27:44,ema_bounce,88
EUR/JPY OTC,#EURJPY_otc,BUY,1m,187.182,187.212,WIN,0.01603,2026-03-27 09:28:34,level_bounce,75
GBP/JPY OTC,#GBPJPY_otc,SELL,1m,230.091,230.23,LOSS,-0.06041,2026-03-27 09:28:34,level_bounce,75
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.99115,0.99119,LOSS,-0.00404,2026-03-27 09:28:34,ema_bounce,70.6
AUD/NZD OTC,#AUDNZD_otc,BUY,1m,1.19309,1.19092,LOSS,-0.18188,2026-03-27 09:28:34,ema_bounce,60.9
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.88121,0.88143,LOSS,-0.02497,2026-03-27 09:28:34,level_touch,64.7
GBP/USD OTC,#GBPUSD_otc,BUY,1m,1.31855,1.31764,LOSS,-0.06902,2026-03-27 09:28:34,level_touch,57.1
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.41988,1.42037,LOSS,-0.03451,2026-03-27 09:28:34,ema_bounce,55.9
NZD/USD OTC,#NZDUSD_otc,BUY,1m,0.62378,0.6239,WIN,0.01924,2026-03-27 09:28:34,level_breakout,55.2
EUR/GBP OTC,#EURGBP_otc,BUY,1m,0.85056,0.85071,WIN,0.01764,2026-03-27 09:28:34,level_bounce,61.9
CHF/JPY OTC,#CHFJPY_otc,BUY,1m,217.225,217.217,LOSS,-0.00368,2026-03-27 09:28:34,level_touch,60.3
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.14778,1.14777,LOSS,-0.00087,2026-03-27 09:29:24,level_touch,58.4
CAD/CHF OTC,#CADCHF_otc,BUY,1m,0.63908,0.63975,WIN,0.10484,2026-03-27 09:30:14,ema_bounce,81
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.74256,1.74297,LOSS,-0.02353,2026-03-27 09:30:14,level_breakout,56.1
KES/USD OTC,#KESUSD_otc,SELL,1m,0.004116,0.004228,LOSS,-2.72109,2026-03-27 09:31:04,level_bounce,57.1
USD/CHF OTC,#USDCHF_otc,BUY,1m,0.79042,0.78949,LOSS,-0.11766,2026-03-27 09:31:04,level_touch,61.9
NZD/JPY OTC,#NZDJPY_otc,BUY,1m,99.527,99.394,LOSS,-0.13363,2026-03-27 09:31:04,ema_bounce,83
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.99093,0.99073,WIN,0.02018,2026-03-27 09:31:54,ema_bounce,81
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.88147,0.88112,WIN,0.03971,2026-03-27 09:31:54,level_touch,69.5
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42148,1.42102,WIN,0.03236,2026-03-27 09:32:44,level_touch,58.2
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,109.739,109.702,WIN,0.03372,2026-03-27 09:32:44,ema_bounce,88
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.56816,0.56756,WIN,0.1056,2026-03-27 09:32:44,level_touch,57.1
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.14837,1.14831,WIN,0.00522,2026-03-27 09:33:34,level_bounce,66.3
EUR/JPY OTC,#EURJPY_otc,SELL,1m,187.314,187.303,WIN,0.00587,2026-03-27 09:33:34,level_touch,62.2
CAD/CHF OTC,#CADCHF_otc,BUY,1m,0.63873,0.63863,LOSS,-0.01566,2026-03-27 09:33:34,level_breakout,56.3
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.74431,1.74396,WIN,0.02007,2026-03-27 09:33:34,level_bounce,63.1
USD/JPY OTC,#USDJPY_otc,BUY,1m,158.011,158.007,LOSS,-0.00253,2026-03-27 09:33:34,level_bounce,64.7
NZD/USD OTC,#NZDUSD_otc,BUY,1m,0.6234,0.62326,LOSS,-0.02246,2026-03-27 09:33:34,ema_bounce,76
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.85115,0.85067,WIN,0.05639,2026-03-27 09:33:34,ema_bounce,66.0
KES/USD OTC,#KESUSD_otc,BUY,1m,0.004201,0.00405,LOSS,-3.59438,2026-03-27 09:34:24,ema_bounce,67.6
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.87977,0.8799,LOSS,-0.01478,2026-03-27 09:35:14,level_breakout,55.7
GBP/AUD OTC,#GBPAUD_otc,BUY,1m,1.86409,1.86566,WIN,0.08422,2026-03-27 09:36:04,ema_bounce,64.9
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42145,1.42132,WIN,0.00915,2026-03-27 09:36:04,level_touch,59.8
AUD/CHF OTC,#AUDCHF_otc,BUY,1m,0.56772,0.56716,LOSS,-0.09864,2026-03-27 09:36:04,level_bounce,61.9
CHF/JPY OTC,#CHFJPY_otc,BUY,1m,216.955,216.936,LOSS,-0.00876,2026-03-27 09:36:04,level_touch,60.3
