pair,symbol,direction,expiry,entry_price,close_price,result,pnl_pct,entry_time,strategy,confidence
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15933,1.1593,WIN,0.00259,2026-03-28 11:11:50,ema_bounce,67.6
AED/CNY OTC,#AEDCNY_otc,BUY,1m,1.73938,1.74089,WIN,0.08681,2026-03-28 11:11:50,ema_bounce,62.6
NZD/USD OTC,#NZDUSD_otc,BUY,1m,0.60596,0.60644,WIN,0.07921,2026-03-28 11:11:50,ema_bounce,55.4
AUD/CAD OTC,#AUDCAD_otc,BUY,2m,0.92968,0.92888,LOSS,-0.08605,2026-03-28 11:11:50,level_touch,64.7
EUR/CHF OTC,#EURCHF_otc,BUY,2m,0.8806,0.88134,WIN,0.08403,2026-03-28 11:11:50,level_touch,66.4
GBP/AUD OTC,#GBPAUD_otc,BUY,2m,1.80318,1.80293,LOSS,-0.01386,2026-03-28 11:11:50,level_touch,67.7
AUD/JPY OTC,#AUDJPY_otc,SELL,2m,111.153,111.131,WIN,0.01979,2026-03-28 11:11:50,level_touch,64.7
AUD/CHF OTC,#AUDCHF_otc,BUY,2m,0.5299,0.52955,LOSS,-0.06605,2026-03-28 11:11:50,level_touch,59.5
AUD/NZD OTC,#AUDNZD_otc,SELL,2m,1.20675,1.20803,LOSS,-0.10607,2026-03-28 11:12:40,level_touch,65.1
BHD/CNY OTC,#BHDCNY_otc,BUY,2m,18.53311,18.53403,WIN,0.00496,2026-03-28 11:12:40,level_touch,64.7
USD/CHF OTC,#USDCHF_otc,SELL,2m,0.78946,0.78988,LOSS,-0.0532,2026-03-28 11:12:40,level_touch,64.7
GBP/JPY OTC,#GBPJPY_otc,BUY,1m,232.112,232.248,WIN,0.05859,2026-03-28 11:13:30,ema_bounce,60.0
EUR/JPY OTC,#EURJPY_otc,BUY,2m,185.524,185.592,WIN,0.03665,2026-03-28 11:13:30,level_touch,66.0
USD/CAD OTC,#USDCAD_otc,BUY,2m,1.44072,1.44071,LOSS,-0.00069,2026-03-28 11:13:30,level_touch,64.6
EUR/GBP OTC,#EURGBP_otc,BUY,2m,0.86028,0.86099,WIN,0.08253,2026-03-28 11:13:30,level_touch,63.1
CHF/JPY OTC,#CHFJPY_otc,BUY,2m,223.11,223.282,WIN,0.07709,2026-03-28 11:13:30,level_touch,66.0
EUR/CHF OTC,#EURCHF_otc,BUY,1m,0.88237,0.88134,LOSS,-0.11673,2026-03-28 11:15:10,level_breakout,55.2
GBP/USD OTC,#GBPUSD_otc,BUY,2m,1.33113,1.331,LOSS,-0.00977,2026-03-28 11:15:10,level_touch,63.1
AUD/CHF OTC,#AUDCHF_otc,BUY,2m,0.52963,0.52781,LOSS,-0.34364,2026-03-28 11:15:10,level_touch,66.3
AUD/NZD OTC,#AUDNZD_otc,BUY,1m,1.20803,1.20763,LOSS,-0.03311,2026-03-28 11:16:00,ema_bounce,66.8
BHD/CNY OTC,#BHDCNY_otc,BUY,2m,18.53403,18.53552,WIN,0.00804,2026-03-28 11:16:00,level_touch,69.5
USD/CHF OTC,#USDCHF_otc,BUY,2m,0.78988,0.79022,WIN,0.04304,2026-03-28 11:16:00,level_touch,61.9
AUD/USD OTC,#AUDUSD_otc,BUY,1m,0.71096,0.71078,LOSS,-0.02532,2026-03-28 11:16:50,ema_bounce,56.3
USD/CAD OTC,#USDCAD_otc,BUY,2m,1.44081,1.44095,WIN,0.00972,2026-03-28 11:16:50,level_touch,66.8
CHF/JPY OTC,#CHFJPY_otc,BUY,2m,223.328,223.487,WIN,0.0712,2026-03-28 11:16:50,level_touch,69.5
GBP/JPY OTC,#GBPJPY_otc,BUY,1m,232.275,232.352,WIN,0.03315,2026-03-28 11:17:40,ema_bounce,60.9
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.56925,0.56951,LOSS,-0.04567,2026-03-28 11:17:40,ema_bounce,76
EUR/JPY OTC,#EURJPY_otc,BUY,2m,185.586,185.532,LOSS,-0.0291,2026-03-28 11:17:40,level_touch,64.7
EUR/CHF OTC,#EURCHF_otc,BUY,2m,0.88076,0.88214,WIN,0.15668,2026-03-28 11:18:30,level_touch,64.9
USD/CHF OTC,#USDCHF_otc,BUY,1m,0.79106,0.79148,WIN,0.05309,2026-03-28 11:19:20,ema_bounce,60.9
AUD/NZD OTC,#AUDNZD_otc,SELL,2m,1.20664,1.20673,LOSS,-0.00746,2026-03-28 11:19:20,level_touch,61.1
BHD/CNY OTC,#BHDCNY_otc,BUY,2m,18.53635,18.53394,LOSS,-0.013,2026-03-28 11:19:20,level_touch,62.8
CAD/JPY OTC,#CADJPY_otc,BUY,2m,116.611,116.596,LOSS,-0.01286,2026-03-28 11:19:20,level_touch,64.9
GBP/AUD OTC,#GBPAUD_otc,BUY,2m,1.80338,1.80254,LOSS,-0.04658,2026-03-28 11:19:20,level_touch,61.8
USD/CAD OTC,#USDCAD_otc,BUY,1m,1.44095,1.44124,WIN,0.02013,2026-03-28 11:20:10,ema_bounce,85
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15907,1.15882,WIN,0.02157,2026-03-28 11:21:00,ema_bounce,64.8
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.52821,0.52754,WIN,0.12684,2026-03-28 11:21:00,ema_bounce,56.3
EUR/JPY OTC,#EURJPY_otc,BUY,2m,185.536,185.504,LOSS,-0.01725,2026-03-28 11:21:00,level_touch,66.4
GBP/USD OTC,#GBPUSD_otc,BUY,2m,1.33068,1.33031,LOSS,-0.02781,2026-03-28 11:21:00,level_touch,67.7
CHF/JPY OTC,#CHFJPY_otc,BUY,2m,223.289,223.218,LOSS,-0.0318,2026-03-28 11:21:00,level_touch,64.9
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,111.051,111.041,WIN,0.009,2026-03-28 11:21:50,ema_bounce,66.8
AUD/USD OTC,#AUDUSD_otc,BUY,2m,0.71075,0.71076,WIN,0.00141,2026-03-28 11:21:50,level_touch,64.9
AUD/CAD OTC,#AUDCAD_otc,SELL,2m,0.92649,0.92663,LOSS,-0.01511,2026-03-28 11:21:50,level_touch,71.7
NZD/USD OTC,#NZDUSD_otc,BUY,2m,0.60552,0.60605,WIN,0.08753,2026-03-28 11:21:50,level_touch,66.0
NZD/JPY OTC,#NZDJPY_otc,BUY,2m,104.141,104.117,LOSS,-0.02305,2026-03-28 11:21:50,level_touch,64.7
AUD/NZD OTC,#AUDNZD_otc,BUY,2m,1.20673,1.20609,LOSS,-0.05304,2026-03-28 11:22:40,level_touch,62.2
BHD/CNY OTC,#BHDCNY_otc,BUY,2m,18.53394,18.53155,LOSS,-0.0129,2026-03-28 11:22:40,level_touch,62.8
CAD/JPY OTC,#CADJPY_otc,BUY,2m,116.596,116.522,LOSS,-0.06347,2026-03-28 11:22:40,level_touch,69.5
GBP/AUD OTC,#GBPAUD_otc,BUY,2m,1.80254,1.80523,WIN,0.14923,2026-03-28 11:22:40,level_touch,64.4
GBP/JPY OTC,#GBPJPY_otc,BUY,1m,232.36,232.312,LOSS,-0.02066,2026-03-28 11:23:30,ema_bounce,83
EUR/CHF OTC,#EURCHF_otc,BUY,1m,0.88297,0.88284,LOSS,-0.01472,2026-03-28 11:23:30,ema_bounce,67.6
CAD/CHF OTC,#CADCHF_otc,SELL,2m,0.57028,0.56997,WIN,0.05436,2026-03-28 11:23:30,level_touch,69.5
USD/CHF OTC,#USDCHF_otc,BUY,2m,0.78959,0.78905,LOSS,-0.06839,2026-03-28 11:23:30,level_touch,65.1
GBP/USD OTC,#GBPUSD_otc,BUY,2m,1.33031,1.32936,LOSS,-0.07141,2026-03-28 11:24:20,level_touch,66.4
CHF/JPY OTC,#CHFJPY_otc,BUY,2m,223.218,223.186,LOSS,-0.01434,2026-03-28 11:24:20,level_touch,64.7
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.9272,0.92616,WIN,0.11217,2026-03-28 11:25:10,ema_bounce,68.9
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.52707,0.5273,LOSS,-0.04364,2026-03-28 11:25:10,ema_bounce,70.5
EUR/JPY OTC,#EURJPY_otc,SELL,1m,185.507,185.466,WIN,0.0221,2026-03-28 11:26:00,ema_bounce,65.7
AUD/USD OTC,#AUDUSD_otc,BUY,2m,0.71096,0.71072,LOSS,-0.03376,2026-03-28 11:26:00,level_touch,59.8
AUD/NZD OTC,#AUDNZD_otc,SELL,2m,1.20623,1.20815,LOSS,-0.15917,2026-03-28 11:26:00,level_touch,69.5
CAD/JPY OTC,#CADJPY_otc,BUY,2m,116.607,116.779,WIN,0.1475,2026-03-28 11:26:00,level_touch,64.7
USD/JPY OTC,#USDJPY_otc,BUY,2m,159.949,160.024,WIN,0.04689,2026-03-28 11:26:00,level_touch,66.6
EUR/CHF OTC,#EURCHF_otc,BUY,1m,0.88409,0.88587,WIN,0.20134,2026-03-28 11:26:50,level_breakout,57.7
