pair,symbol,direction,expiry,entry_price,close_price,result,pnl_pct,entry_time,strategy,confidence,session
GBP/JPY OTC,#GBPJPY_otc,SELL,1m,242.021,241.925,WIN,0.03967,2026-03-29 15:17:29,level_touch,65.7,BEAR
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.60209,0.60078,WIN,0.21758,2026-03-29 15:18:19,ema_bounce,57.0,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.43613,1.4364,LOSS,-0.0188,2026-03-29 15:18:19,level_touch,67.6,BEAR
KES/USD OTC,#KESUSD_otc,SELL,1m,0.0001587,0.0001582,WIN,0.31506,2026-03-29 15:19:59,ema_bounce,63.6,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,117.233,117.23,WIN,0.00256,2026-03-29 15:19:59,ema_bounce,76,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.72417,0.72436,LOSS,-0.02624,2026-03-29 15:22:29,level_touch,57.3,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.76529,1.76704,LOSS,-0.09913,2026-03-29 15:22:29,ema_bounce,60.0,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.43581,1.43625,LOSS,-0.03064,2026-03-29 15:22:29,ema_bounce,88,BEAR
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.79061,0.79021,WIN,0.05059,2026-03-29 15:22:29,level_touch,64.7,BEAR
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.60064,0.60066,LOSS,-0.00333,2026-03-29 15:22:29,level_touch,66.5,BEAR
