pair,symbol,direction,expiry,entry_price,close_price,result,pnl_pct,entry_time,strategy,confidence,session
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.84737,0.84722,WIN,0.0177,2026-03-29 10:24:23,level_touch,65.1,BEAR
AUD/NZD OTC,#AUDNZD_otc,BUY,1m,1.20419,1.20194,LOSS,-0.18685,2026-03-29 10:25:13,level_touch,66.4,NEUTRAL
CAD/CHF OTC,#CADCHF_otc,BUY,1m,0.59109,0.59149,WIN,0.06767,2026-03-29 10:25:13,ema_bounce,79,NEUTRAL
AED/CNY OTC,#AEDCNY_otc,BUY,1m,1.76223,1.76082,LOSS,-0.08001,2026-03-29 10:25:13,level_breakout,61.9,NEUTRAL
CAD/JPY OTC,#CADJPY_otc,SELL,1m,116.549,116.63,LOSS,-0.0695,2026-03-29 10:25:13,level_touch,69.9,NEUTRAL
GBP/AUD OTC,#GBPAUD_otc,BUY,1m,1.77369,1.77395,WIN,0.01466,2026-03-29 10:25:13,ema_bounce,58.9,NEUTRAL
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.161,1.16124,WIN,0.02067,2026-03-29 10:26:03,level_touch,57.2,NEUTRAL
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.56454,18.56382,WIN,0.00388,2026-03-29 10:26:53,ema_bounce,71.7,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,108.878,108.871,WIN,0.00643,2026-03-29 10:26:53,level_touch,59.8,BEAR
KES/USD OTC,#KESUSD_otc,SELL,1m,0.0002334,0.0002267,WIN,2.87061,2026-03-29 10:28:33,ema_bounce,67.9,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.34022,1.33982,WIN,0.02985,2026-03-29 10:28:33,ema_bounce,60.4,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.866,161.878,LOSS,-0.00741,2026-03-29 10:28:33,level_touch,70.5,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.43939,1.43983,LOSS,-0.03057,2026-03-29 10:28:33,level_touch,66.8,BEAR
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.50404,0.50286,WIN,0.23411,2026-03-29 10:28:33,level_breakout,60.0,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.161,1.16097,WIN,0.00258,2026-03-29 10:29:23,level_touch,65.1,BEAR
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.7598,1.7602,LOSS,-0.02273,2026-03-29 10:29:23,level_touch,64.7,BEAR
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.5607,18.5583,WIN,0.01293,2026-03-29 10:30:13,level_touch,66.8,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,108.818,108.909,LOSS,-0.08363,2026-03-29 10:31:53,level_touch,63.1,BEAR
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.75989,1.76055,LOSS,-0.0375,2026-03-29 10:32:43,ema_bounce,76,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,108.868,108.775,WIN,0.08542,2026-03-29 10:35:13,level_touch,61.1,BEAR
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.50215,0.50241,LOSS,-0.05178,2026-03-29 10:35:13,ema_bounce,58.1,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.16077,1.16015,WIN,0.05341,2026-03-29 10:36:03,ema_bounce,60.0,BEAR
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.76245,1.7615,WIN,0.0539,2026-03-29 10:36:03,level_touch,65.1,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.842,161.84,WIN,0.00124,2026-03-29 10:36:03,level_touch,64.4,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.84666,0.84616,WIN,0.05906,2026-03-29 10:37:43,ema_bounce,60.9,BEAR
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.56028,18.55865,WIN,0.00878,2026-03-29 10:38:33,level_touch,62.8,BEAR
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.78781,0.78896,LOSS,-0.14597,2026-03-29 10:38:33,ema_bounce,83,BEAR
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.75989,1.76044,LOSS,-0.03125,2026-03-29 10:39:23,level_touch,66.4,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.849,161.908,LOSS,-0.03645,2026-03-29 10:39:23,ema_bounce,76,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,108.621,108.6,WIN,0.01933,2026-03-29 10:40:13,level_breakout,56.7,BEAR
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.50288,0.50243,WIN,0.08948,2026-03-29 10:40:13,ema_bounce,91,BEAR
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.55867,18.56136,LOSS,-0.01449,2026-03-29 10:41:53,ema_bounce,62.8,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.16034,1.16065,LOSS,-0.02672,2026-03-29 10:42:43,ema_bounce,81,BEAR
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.75952,1.75918,WIN,0.01932,2026-03-29 10:42:43,level_touch,64.7,BEAR
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.78799,0.78817,LOSS,-0.02284,2026-03-29 10:42:43,level_breakout,61.9,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,116.536,116.557,LOSS,-0.01802,2026-03-29 10:44:23,level_touch,65.7,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.84655,0.84669,LOSS,-0.01654,2026-03-29 10:44:23,ema_bounce,76,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.16042,1.16014,WIN,0.02413,2026-03-29 10:46:03,level_touch,66.0,BEAR
AUD/NZD OTC,#AUDNZD_otc,SELL,1m,1.20185,1.20194,LOSS,-0.00749,2026-03-29 10:46:03,ema_bounce,60.1,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.843,161.809,WIN,0.02101,2026-03-29 10:46:03,level_touch,64.7,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,116.572,116.53,WIN,0.03603,2026-03-29 10:47:43,ema_bounce,83,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,108.611,108.642,LOSS,-0.02854,2026-03-29 10:47:43,ema_bounce,70.8,BEAR
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.886,0.88604,LOSS,-0.00451,2026-03-29 10:48:33,ema_bounce,81,BEAR
KES/USD OTC,#KESUSD_otc,SELL,1m,0.0002255,0.0002232,WIN,1.01996,2026-03-29 10:50:13,ema_bounce,58.0,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15998,1.16007,LOSS,-0.00776,2026-03-29 10:51:03,level_touch,64.9,BEAR
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.5611,18.56055,WIN,0.00296,2026-03-29 10:51:03,level_touch,65.6,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,116.549,116.616,LOSS,-0.05749,2026-03-29 10:51:03,level_touch,65.6,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.76847,1.769,LOSS,-0.02997,2026-03-29 10:51:03,level_touch,65.7,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.84784,0.84759,WIN,0.02949,2026-03-29 10:51:03,level_touch,64.7,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,108.655,108.658,LOSS,-0.00276,2026-03-29 10:51:03,ema_bounce,70.8,BEAR
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.49983,0.50057,LOSS,-0.14805,2026-03-29 10:51:03,ema_bounce,72.6,BEAR
GBP/JPY OTC,#GBPJPY_otc,SELL,1m,243.842,243.811,WIN,0.01271,2026-03-29 10:54:23,ema_bounce,67.6,BEAR
AUD/NZD OTC,#AUDNZD_otc,SELL,1m,1.19976,1.20027,LOSS,-0.04251,2026-03-29 10:54:23,ema_bounce,76,BEAR
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.56182,18.56185,LOSS,-0.00016,2026-03-29 10:54:23,level_touch,64.4,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,116.522,116.515,WIN,0.00601,2026-03-29 10:54:23,ema_bounce,83,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.76897,1.76794,WIN,0.05823,2026-03-29 10:54:23,level_touch,70.5,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.71903,0.71936,LOSS,-0.0459,2026-03-29 10:55:13,level_breakout,60.6,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,108.625,108.604,WIN,0.01933,2026-03-29 10:55:13,level_breakout,55.2,BEAR
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.56237,18.56444,LOSS,-0.01115,2026-03-29 10:57:43,level_touch,66.9,BEAR
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.88617,0.88576,WIN,0.04627,2026-03-29 10:57:43,level_breakout,61.9,BEAR
GBP/JPY OTC,#GBPJPY_otc,SELL,1m,243.698,243.506,WIN,0.07879,2026-03-29 10:59:23,ema_bounce,76,BEAR
KES/USD OTC,#KESUSD_otc,SELL,1m,0.0002174,0.0002172,WIN,0.092,2026-03-29 10:59:23,ema_bounce,71.7,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.62,161.566,WIN,0.03341,2026-03-29 10:59:23,ema_bounce,59.6,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.44124,1.44115,WIN,0.00624,2026-03-29 10:59:23,level_breakout,61.6,BEAR
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,224.767,224.747,WIN,0.0089,2026-03-29 11:00:13,ema_bounce,60.9,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.16019,1.16019,DRAW,0.0,2026-03-29 11:01:53,level_touch,61.1,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,116.569,116.486,WIN,0.0712,2026-03-29 11:01:53,level_touch,63.1,BEAR
EUR/JPY OTC,#EURJPY_otc,SELL,1m,185.846,185.76,WIN,0.04627,2026-03-29 11:03:33,level_touch,67.6,NEUTRAL
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.76868,1.76925,LOSS,-0.03223,2026-03-29 11:03:33,level_touch,64.7,NEUTRAL
AUD/CAD OTC,#AUDCAD_otc,BUY,1m,0.93498,0.93467,LOSS,-0.03316,2026-03-29 11:04:23,level_touch,63.1,NEUTRAL
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.59372,0.59258,WIN,0.19201,2026-03-29 11:04:23,ema_bounce,70.8,NEUTRAL
USD/CAD OTC,#USDCAD_otc,BUY,1m,1.44008,1.43978,LOSS,-0.02083,2026-03-29 11:04:23,level_touch,66.6,NEUTRAL
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,224.606,224.473,WIN,0.05921,2026-03-29 11:04:23,level_touch,65.7,NEUTRAL
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.16025,1.16031,WIN,0.00517,2026-03-29 11:06:03,level_touch,58.8,BULL
BHD/CNY OTC,#BHDCNY_otc,BUY,1m,18.5656,18.56604,WIN,0.00237,2026-03-29 11:06:03,level_touch,66.0,BULL
CAD/JPY OTC,#CADJPY_otc,BUY,1m,116.503,116.506,WIN,0.00258,2026-03-29 11:06:03,level_touch,60.3,BULL
EUR/CHF OTC,#EURCHF_otc,BUY,1m,0.88718,0.88625,LOSS,-0.10483,2026-03-29 11:06:03,level_touch,62.8,BULL
EUR/GBP OTC,#EURGBP_otc,BUY,1m,0.84886,0.84839,LOSS,-0.05537,2026-03-29 11:06:03,ema_bounce,71.7,BULL
GBP/AUD OTC,#GBPAUD_otc,BUY,1m,1.77002,1.76889,LOSS,-0.06384,2026-03-29 11:06:53,level_touch,61.9,BULL
AUD/USD OTC,#AUDUSD_otc,BUY,1m,0.7209,0.72128,WIN,0.05271,2026-03-29 11:07:43,level_breakout,55.2,BULL
AUD/CAD OTC,#AUDCAD_otc,BUY,1m,0.93468,0.93314,LOSS,-0.16476,2026-03-29 11:07:43,level_touch,64.7,BULL
AED/CNY OTC,#AEDCNY_otc,BUY,1m,1.76505,1.76649,WIN,0.08158,2026-03-29 11:07:43,level_touch,64.9,BULL
