pair,symbol,direction,expiry,entry_price,close_price,result,pnl_pct,entry_time,strategy,confidence
AUD/CAD OTC,#AUDCAD_otc,BUY,1m,0.92976,0.93049,WIN,0.07851,2026-03-28 18:46:41,level_touch,62.3
CAD/JPY OTC,#CADJPY_otc,BUY,1m,115.128,115.134,WIN,0.00521,2026-03-28 18:46:41,level_touch,64.7
NZD/USD OTC,#NZDUSD_otc,BUY,1m,0.59853,0.59819,LOSS,-0.05681,2026-03-28 18:46:41,level_touch,61.9
NZD/JPY OTC,#NZDJPY_otc,BUY,1m,102.544,102.578,WIN,0.03316,2026-03-28 18:46:41,level_touch,61.9
CHF/JPY OTC,#CHFJPY_otc,BUY,1m,223.796,223.754,LOSS,-0.01877,2026-03-28 18:46:41,level_touch,63.8
KES/USD OTC,#KESUSD_otc,BUY,1m,0.0002257,0.000234,WIN,3.67745,2026-03-28 18:47:31,ema_bounce,58.9
EUR/JPY OTC,#EURJPY_otc,BUY,1m,185.34,185.374,WIN,0.01834,2026-03-28 18:48:21,level_touch,62.0
BHD/CNY OTC,#BHDCNY_otc,BUY,1m,18.51949,18.52057,WIN,0.00583,2026-03-28 18:48:21,level_touch,61.6
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.33095,1.33111,LOSS,-0.01202,2026-03-28 18:48:21,level_touch,66.8
EUR/GBP OTC,#EURGBP_otc,BUY,1m,0.86969,0.86934,LOSS,-0.04024,2026-03-28 18:48:21,ema_bounce,71.4
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.15716,1.15687,LOSS,-0.02506,2026-03-28 18:50:01,level_touch,62.0
GBP/JPY OTC,#GBPJPY_otc,SELL,1m,231.603,231.472,WIN,0.05656,2026-03-28 18:50:01,level_breakout,61.9
AUD/CAD OTC,#AUDCAD_otc,BUY,1m,0.93099,0.93105,WIN,0.00644,2026-03-28 18:50:01,ema_bounce,88
AUD/NZD OTC,#AUDNZD_otc,BUY,1m,1.20756,1.20817,WIN,0.05052,2026-03-28 18:50:01,level_breakout,56.7
CAD/JPY OTC,#CADJPY_otc,BUY,1m,115.197,115.258,WIN,0.05295,2026-03-28 18:50:01,level_touch,69.5
USD/CHF OTC,#USDCHF_otc,BUY,1m,0.78416,0.7846,WIN,0.05611,2026-03-28 18:50:01,level_touch,61.6
NZD/JPY OTC,#NZDJPY_otc,BUY,1m,102.597,102.479,LOSS,-0.11501,2026-03-28 18:50:01,level_touch,63.8
CHF/JPY OTC,#CHFJPY_otc,BUY,1m,223.709,223.729,WIN,0.00894,2026-03-28 18:50:01,level_touch,66.6
EUR/JPY OTC,#EURJPY_otc,BUY,1m,185.339,185.401,WIN,0.03345,2026-03-28 18:51:41,level_touch,63.0
BHD/CNY OTC,#BHDCNY_otc,BUY,1m,18.52034,18.52171,WIN,0.0074,2026-03-28 18:51:41,level_touch,62.0
GBP/AUD OTC,#GBPAUD_otc,BUY,1m,1.7989,1.80008,WIN,0.0656,2026-03-28 18:51:41,ema_bounce,60.9
EUR/GBP OTC,#EURGBP_otc,BUY,1m,0.86984,0.86919,LOSS,-0.07473,2026-03-28 18:51:41,level_breakout,57.0
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.15707,1.15679,LOSS,-0.0242,2026-03-28 18:53:21,level_touch,60.3
GBP/JPY OTC,#GBPJPY_otc,BUY,1m,231.545,231.439,LOSS,-0.04578,2026-03-28 18:53:21,level_touch,61.9
AUD/CAD OTC,#AUDCAD_otc,BUY,1m,0.93281,0.93248,LOSS,-0.03538,2026-03-28 18:53:21,level_touch,65.7
AUD/NZD OTC,#AUDNZD_otc,BUY,1m,1.20908,1.21011,WIN,0.08519,2026-03-28 18:53:21,level_breakout,57.7
CAD/JPY OTC,#CADJPY_otc,BUY,1m,115.124,115.052,LOSS,-0.06254,2026-03-28 18:53:21,level_touch,65.7
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.33083,1.33034,WIN,0.03682,2026-03-28 18:53:21,level_touch,66.0
USD/JPY OTC,#USDJPY_otc,BUY,1m,161.367,161.361,LOSS,-0.00372,2026-03-28 18:53:21,level_touch,66.4
CHF/JPY OTC,#CHFJPY_otc,BUY,1m,223.778,223.648,LOSS,-0.05809,2026-03-28 18:53:21,level_touch,63.0
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.58655,0.58641,WIN,0.02387,2026-03-28 18:54:11,level_touch,71.4
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.87791,0.87734,WIN,0.06493,2026-03-28 18:54:11,ema_bounce,59.7
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.43523,1.43516,WIN,0.00488,2026-03-28 18:54:11,level_breakout,55.9
NZD/JPY OTC,#NZDJPY_otc,BUY,1m,102.485,102.497,WIN,0.01171,2026-03-28 18:54:11,ema_bounce,57.3
EUR/JPY OTC,#EURJPY_otc,BUY,1m,185.443,185.468,WIN,0.01348,2026-03-28 18:55:01,level_touch,66.8
GBP/AUD OTC,#GBPAUD_otc,BUY,1m,1.80153,1.79979,LOSS,-0.09658,2026-03-28 18:55:01,level_touch,66.8
EUR/GBP OTC,#EURGBP_otc,BUY,1m,0.86954,0.86925,LOSS,-0.03335,2026-03-28 18:55:01,level_touch,71.7
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.1568,1.15677,WIN,0.00259,2026-03-28 18:56:41,level_touch,63.4
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.51775,18.51691,WIN,0.00454,2026-03-28 18:56:41,level_touch,62.8
CAD/JPY OTC,#CADJPY_otc,BUY,1m,114.852,114.982,WIN,0.11319,2026-03-28 18:56:41,level_touch,61.9
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.59765,0.59775,LOSS,-0.01673,2026-03-28 18:56:41,ema_bounce,70.4
EUR/JPY OTC,#EURJPY_otc,BUY,1m,185.462,185.483,WIN,0.01132,2026-03-28 18:58:21,level_touch,66.8
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.87655,0.87674,LOSS,-0.02168,2026-03-28 18:58:21,level_breakout,57.1
USD/JPY OTC,#USDJPY_otc,BUY,1m,161.374,161.398,WIN,0.01487,2026-03-28 18:58:21,level_touch,66.9
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.43512,1.43526,LOSS,-0.00976,2026-03-28 18:58:21,ema_bounce,64.6
EUR/GBP OTC,#EURGBP_otc,BUY,1m,0.86962,0.86964,WIN,0.0023,2026-03-28 18:58:21,level_breakout,55.2
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.51968,0.5199,LOSS,-0.04233,2026-03-28 18:58:21,ema_bounce,61.1
AUD/NZD OTC,#AUDNZD_otc,BUY,1m,1.21341,1.21297,LOSS,-0.03626,2026-03-28 18:59:11,level_breakout,57.7
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.58381,0.58343,WIN,0.06509,2026-03-28 18:59:11,level_breakout,56.7
GBP/AUD OTC,#GBPAUD_otc,BUY,1m,1.79878,1.79775,LOSS,-0.05726,2026-03-28 18:59:11,level_touch,58.4
USD/CHF OTC,#USDCHF_otc,BUY,1m,0.78459,0.78446,LOSS,-0.01657,2026-03-28 18:59:11,level_touch,57.2
AUD/JPY OTC,#AUDJPY_otc,BUY,1m,111.18,111.184,WIN,0.0036,2026-03-28 18:59:11,level_touch,58.8
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15665,1.15681,LOSS,-0.01383,2026-03-28 19:00:01,level_touch,61.5
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.51732,18.51736,LOSS,-0.00022,2026-03-28 19:00:01,level_touch,66.0
AED/CNY OTC,#AEDCNY_otc,BUY,1m,1.76783,1.76655,LOSS,-0.07241,2026-03-28 19:00:51,ema_bounce,79
CAD/JPY OTC,#CADJPY_otc,BUY,1m,115.006,115.072,WIN,0.05739,2026-03-28 19:00:51,level_touch,61.9
USD/JPY OTC,#USDJPY_otc,BUY,1m,161.433,161.45,WIN,0.01053,2026-03-28 19:01:41,level_touch,61.5
EUR/GBP OTC,#EURGBP_otc,BUY,1m,0.86906,0.86977,WIN,0.0817,2026-03-28 19:01:41,level_touch,59.8
EUR/JPY OTC,#EURJPY_otc,BUY,1m,185.528,185.506,LOSS,-0.01186,2026-03-28 19:02:31,level_touch,66.8
AUD/NZD OTC,#AUDNZD_otc,BUY,1m,1.21455,1.21637,WIN,0.14985,2026-03-28 19:02:31,level_breakout,57.7
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.78446,0.78455,LOSS,-0.01147,2026-03-28 19:02:31,level_touch,64.7
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.59772,0.59729,WIN,0.07194,2026-03-28 19:02:31,level_breakout,56.1
NZD/JPY OTC,#NZDJPY_otc,SELL,1m,102.038,101.906,WIN,0.12936,2026-03-28 19:02:31,level_breakout,55.2
