pair,symbol,direction,expiry,entry_price,close_price,result,pnl_pct,entry_time,strategy,confidence
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42339,1.42377,LOSS,-0.0267,2026-03-27 14:40:00,level_bounce,63.1
NZD/USD OTC,#NZDUSD_otc,BUY,1m,0.61348,0.61377,WIN,0.04727,2026-03-27 14:40:50,level_touch,66.6
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,109.54,109.523,WIN,0.01552,2026-03-27 14:40:50,level_touch,58.0
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.54756,0.54748,WIN,0.01461,2026-03-27 14:40:50,level_bounce,57.1
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.78801,0.78824,LOSS,-0.02919,2026-03-27 14:41:40,ema_bounce,86
NZD/JPY OTC,#NZDJPY_otc,BUY,1m,99.567,99.387,LOSS,-0.18078,2026-03-27 14:42:30,ema_bounce,58.4
EUR/JPY OTC,#EURJPY_otc,SELL,1m,186.058,186.117,LOSS,-0.03171,2026-03-27 14:43:20,ema_bounce,65.1
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.50458,18.50475,LOSS,-0.00092,2026-03-27 14:43:20,level_touch,59.8
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.84268,1.84305,LOSS,-0.02008,2026-03-27 14:43:20,level_breakout,55.2
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42356,1.42367,LOSS,-0.00773,2026-03-27 14:43:20,ema_bounce,65.7
CHF/JPY OTC,#CHFJPY_otc,BUY,1m,220.542,220.467,LOSS,-0.03401,2026-03-27 14:43:20,ema_bounce,60.1
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.96241,0.96271,LOSS,-0.03117,2026-03-27 14:44:10,level_breakout,55.2
KES/USD OTC,#KESUSD_otc,SELL,1m,0.002269,0.002273,LOSS,-0.17629,2026-03-27 14:44:10,level_bounce,57.1
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.33066,1.33083,LOSS,-0.01278,2026-03-27 14:44:10,ema_bounce,86
USD/JPY OTC,#USDJPY_otc,SELL,1m,157.484,157.552,LOSS,-0.04318,2026-03-27 14:44:10,ema_bounce,55.6
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.87036,0.87062,LOSS,-0.02987,2026-03-27 14:44:10,level_touch,62.3
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,109.507,109.517,LOSS,-0.00913,2026-03-27 14:44:10,level_touch,68.7
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.54686,0.5468,WIN,0.01097,2026-03-27 14:44:10,level_bounce,59.2
CAD/JPY OTC,#CADJPY_otc,SELL,1m,119.251,119.28,LOSS,-0.02432,2026-03-27 14:45:50,level_touch,69.5
NZD/JPY OTC,#NZDJPY_otc,BUY,1m,99.427,99.444,WIN,0.0171,2026-03-27 14:45:50,level_touch,61.9
AED/CNY OTC,#AEDCNY_otc,BUY,1m,1.77485,1.77384,LOSS,-0.05691,2026-03-27 14:46:40,level_touch,63.9
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.50359,18.50298,WIN,0.0033,2026-03-27 14:46:40,ema_bounce,75
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.84305,1.84436,LOSS,-0.07108,2026-03-27 14:46:40,ema_bounce,81
USD/CHF OTC,#USDCHF_otc,BUY,1m,0.78781,0.78782,WIN,0.00127,2026-03-27 14:46:40,level_touch,61.9
NZD/USD OTC,#NZDUSD_otc,BUY,1m,0.6127,0.61387,WIN,0.19096,2026-03-27 14:46:40,level_touch,61.9
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.96168,0.96074,WIN,0.09775,2026-03-27 14:47:30,level_breakout,55.4
USD/JPY OTC,#USDJPY_otc,SELL,1m,157.554,157.557,LOSS,-0.0019,2026-03-27 14:47:30,level_bounce,58.3
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.87031,0.87059,LOSS,-0.03217,2026-03-27 14:47:30,level_touch,60.3
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,109.547,109.538,WIN,0.00822,2026-03-27 14:47:30,level_touch,57.2
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15144,1.1514,WIN,0.00347,2026-03-27 14:48:20,ema_bounce,69.9
EUR/JPY OTC,#EURJPY_otc,BUY,1m,186.035,186.079,WIN,0.02365,2026-03-27 14:48:20,level_touch,57.2
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.64336,0.64458,LOSS,-0.18963,2026-03-27 14:48:20,level_touch,61.9
NZD/JPY OTC,#NZDJPY_otc,BUY,1m,99.516,99.568,WIN,0.05225,2026-03-27 14:49:10,level_touch,61.5
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.5025,18.50401,LOSS,-0.00816,2026-03-27 14:50:00,ema_bounce,56.3
EUR/CHF OTC,#EURCHF_otc,BUY,1m,0.8775,0.87861,WIN,0.1265,2026-03-27 14:50:00,ema_bounce,86
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.33219,1.33239,LOSS,-0.01501,2026-03-27 14:50:00,level_bounce,63.1
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.61374,0.61395,LOSS,-0.03422,2026-03-27 14:50:00,level_touch,64.7
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.71488,0.71524,LOSS,-0.05036,2026-03-27 14:50:50,level_touch,63.1
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.961,0.96103,LOSS,-0.00312,2026-03-27 14:50:50,level_breakout,55.2
KES/USD OTC,#KESUSD_otc,BUY,1m,0.002289,0.002348,WIN,2.57754,2026-03-27 14:50:50,ema_bounce,55.6
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.84523,1.84437,WIN,0.04661,2026-03-27 14:50:50,level_touch,64.7
USD/JPY OTC,#USDJPY_otc,BUY,1m,157.566,157.639,WIN,0.04633,2026-03-27 14:50:50,level_touch,61.9
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.78761,0.78733,WIN,0.03555,2026-03-27 14:50:50,ema_bounce,78
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.87077,0.87034,WIN,0.04938,2026-03-27 14:50:50,level_touch,62.2
EUR/JPY OTC,#EURJPY_otc,BUY,1m,186.015,185.952,LOSS,-0.03387,2026-03-27 14:51:40,level_touch,57.2
GBP/USD OTC,#GBPUSD_otc,BUY,1m,1.33216,1.33245,WIN,0.02177,2026-03-27 14:53:20,level_touch,63.1
AUD/USD OTC,#AUDUSD_otc,BUY,1m,0.71497,0.71515,WIN,0.02518,2026-03-27 14:54:10,level_bounce,80
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.50395,18.50538,LOSS,-0.00773,2026-03-27 14:54:10,level_touch,59.8
USD/CAD OTC,#USDCAD_otc,BUY,1m,1.42455,1.4244,LOSS,-0.01053,2026-03-27 14:54:10,ema_bounce,57.1
NZD/USD OTC,#NZDUSD_otc,BUY,1m,0.61344,0.61388,WIN,0.07173,2026-03-27 14:54:10,level_touch,69.7
EUR/GBP OTC,#EURGBP_otc,BUY,1m,0.86983,0.87055,WIN,0.08277,2026-03-27 14:54:10,level_touch,69.5
CHF/JPY OTC,#CHFJPY_otc,BUY,1m,221.009,221.049,WIN,0.0181,2026-03-27 14:54:10,ema_bounce,58.9
