pair,symbol,direction,expiry,entry_price,close_price,result,pnl_pct,entry_time,strategy,confidence
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.6381,0.63714,WIN,0.15045,2026-03-27 12:06:57,level_touch,64.7
AED/CNY OTC,#AEDCNY_otc,BUY,1m,1.76614,1.76716,WIN,0.05775,2026-03-27 12:06:57,level_touch,64.7
KES/USD OTC,#KESUSD_otc,SELL,1m,0.003158,0.003131,WIN,0.85497,2026-03-27 12:06:57,level_bounce,57.1
CAD/JPY OTC,#CADJPY_otc,SELL,1m,119.466,119.413,WIN,0.04436,2026-03-27 12:06:57,level_touch,62.2
EUR/CHF OTC,#EURCHF_otc,BUY,1m,0.87353,0.87337,LOSS,-0.01832,2026-03-27 12:07:47,level_touch,69.5
AUD/NZD OTC,#AUDNZD_otc,BUY,1m,1.1874,1.18453,LOSS,-0.2417,2026-03-27 12:08:37,level_touch,61.9
BHD/CNY OTC,#BHDCNY_otc,BUY,1m,18.49456,18.49271,LOSS,-0.01,2026-03-27 12:08:37,level_touch,62.6
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.85562,1.8534,WIN,0.11964,2026-03-27 12:08:37,level_touch,64.9
GBP/USD OTC,#GBPUSD_otc,BUY,1m,1.33267,1.33245,LOSS,-0.01651,2026-03-27 12:08:37,ema_bounce,79
USD/JPY OTC,#USDJPY_otc,BUY,1m,157.875,157.89,WIN,0.0095,2026-03-27 12:08:37,level_touch,66.8
AUD/JPY OTC,#AUDJPY_otc,BUY,1m,110.218,110.266,WIN,0.04355,2026-03-27 12:08:37,ema_bounce,66.8
