pair,symbol,direction,expiry,entry_price,close_price,result,pnl_pct,entry_time,strategy,confidence,session
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.95509,0.9554,LOSS,-0.03246,2026-03-31 10:13:52,level_touch,65.6,NEUTRAL
CHF/JPY OTC,#CHFJPY_otc,BUY,1m,199.706,199.581,LOSS,-0.06259,2026-03-31 10:13:52,level_touch,70.8,NEUTRAL
CAD/JPY OTC,#CADJPY_otc,SELL,1m,122.151,122.246,LOSS,-0.07777,2026-03-31 10:14:42,level_touch,65.6,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,162.011,161.974,WIN,0.02284,2026-03-31 10:14:42,ema_bounce,72.6,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42109,1.42114,LOSS,-0.00352,2026-03-31 10:15:32,ema_bounce,57.0,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15949,1.15917,WIN,0.0276,2026-03-31 10:16:22,ema_bounce,67.9,BEAR
KES/USD OTC,#KESUSD_otc,SELL,1m,0.0075818,0.0075804,WIN,0.01847,2026-03-31 10:16:22,level_breakout,55.4,BEAR
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.565,0.56585,LOSS,-0.15044,2026-03-31 10:16:22,ema_bounce,61.1,BEAR
EUR/JPY OTC,#EURJPY_otc,SELL,1m,185.314,185.302,WIN,0.00648,2026-03-31 10:17:12,level_touch,63.1,BEAR
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.95609,0.9567,LOSS,-0.0638,2026-03-31 10:17:12,level_touch,64.7,BEAR
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.86401,0.86403,LOSS,-0.00231,2026-03-31 10:17:12,level_touch,69.7,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.35675,1.35703,LOSS,-0.02064,2026-03-31 10:17:12,level_touch,64.7,BEAR
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.80337,0.80358,LOSS,-0.02614,2026-03-31 10:18:02,level_touch,64.7,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,122.349,122.22,WIN,0.10544,2026-03-31 10:19:42,level_touch,70.9,BEAR
KES/USD OTC,#KESUSD_otc,SELL,1m,0.007577,0.007571,WIN,0.07919,2026-03-31 10:20:32,level_breakout,56.3,BEAR
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.86414,0.86499,LOSS,-0.09836,2026-03-31 10:22:12,level_touch,63.1,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.35713,1.35675,WIN,0.028,2026-03-31 10:22:12,level_touch,65.7,BEAR
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.80398,0.805,LOSS,-0.12687,2026-03-31 10:22:12,level_touch,57.0,BEAR
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,199.408,199.271,WIN,0.0687,2026-03-31 10:22:12,ema_bounce,58.0,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15885,1.15882,WIN,0.00259,2026-03-31 10:23:02,ema_bounce,58.9,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,110.694,110.635,WIN,0.0533,2026-03-31 10:23:02,level_touch,65.7,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.74715,0.74747,LOSS,-0.04283,2026-03-31 10:24:42,ema_bounce,60.9,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,122.157,122.275,LOSS,-0.0966,2026-03-31 10:24:42,level_touch,65.7,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.35648,1.35632,WIN,0.0118,2026-03-31 10:25:32,ema_bounce,81,BEAR
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.80427,0.80463,LOSS,-0.04476,2026-03-31 10:25:32,level_touch,59.8,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42182,1.42307,LOSS,-0.08792,2026-03-31 10:27:12,level_touch,69.1,BEAR
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.53765,0.53793,LOSS,-0.05208,2026-03-31 10:27:12,ema_bounce,88,BEAR
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,199.04,199.072,LOSS,-0.01608,2026-03-31 10:27:12,level_touch,66.8,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15876,1.15898,LOSS,-0.01899,2026-03-31 10:28:02,level_touch,66.8,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,122.263,122.274,LOSS,-0.009,2026-03-31 10:29:42,level_touch,64.7,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.35645,1.35571,WIN,0.05455,2026-03-31 10:29:42,ema_bounce,78,BEAR
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,199.457,199.429,WIN,0.01404,2026-03-31 10:32:12,level_touch,63.4,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.7479,0.74767,WIN,0.03075,2026-03-31 10:33:02,level_touch,63.1,BEAR
AUD/NZD OTC,#AUDNZD_otc,SELL,1m,1.23517,1.23647,LOSS,-0.10525,2026-03-31 10:33:02,level_touch,64.9,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,122.226,122.196,WIN,0.02454,2026-03-31 10:33:02,level_touch,63.1,BEAR
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.86418,0.8638,WIN,0.04397,2026-03-31 10:33:02,level_touch,63.1,BEAR
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.80411,0.80467,LOSS,-0.06964,2026-03-31 10:34:42,level_touch,66.0,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,122.148,122.275,LOSS,-0.10397,2026-03-31 10:36:22,level_touch,66.5,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.7471,0.74704,WIN,0.00803,2026-03-31 10:38:02,ema_bounce,60.7,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.934,161.942,LOSS,-0.00494,2026-03-31 10:38:02,level_touch,66.4,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42167,1.42184,LOSS,-0.01196,2026-03-31 10:38:02,level_touch,63.4,BEAR
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.86366,0.86439,LOSS,-0.08452,2026-03-31 10:38:52,level_touch,65.7,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,110.477,110.382,WIN,0.08599,2026-03-31 10:38:52,level_touch,64.7,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,122.21,122.137,WIN,0.05973,2026-03-31 10:39:42,level_touch,66.5,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.35428,1.35501,LOSS,-0.0539,2026-03-31 10:40:32,ema_bounce,63.8,BEAR
AUD/NZD OTC,#AUDNZD_otc,SELL,1m,1.23365,1.23607,LOSS,-0.19617,2026-03-31 10:43:52,ema_bounce,83,BEAR
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.59692,0.59617,WIN,0.12564,2026-03-31 10:43:52,level_touch,66.0,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,122.238,122.215,WIN,0.01882,2026-03-31 10:43:52,level_touch,63.1,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,110.367,110.412,LOSS,-0.04077,2026-03-31 10:43:52,level_touch,64.7,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.74685,0.74683,WIN,0.00268,2026-03-31 10:45:32,ema_bounce,58.9,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.948,161.966,LOSS,-0.01111,2026-03-31 10:46:22,level_touch,64.4,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.4228,1.4224,WIN,0.02811,2026-03-31 10:48:02,level_touch,64.2,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.83136,0.83122,WIN,0.01684,2026-03-31 10:48:02,level_touch,64.7,BEAR
AUD/NZD OTC,#AUDNZD_otc,SELL,1m,1.23478,1.2327,WIN,0.16845,2026-03-31 10:51:22,level_breakout,58.8,BEAR
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.86221,0.86205,WIN,0.01856,2026-03-31 10:51:22,ema_bounce,57.1,BEAR
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.565,0.56524,LOSS,-0.04248,2026-03-31 10:51:22,level_touch,69.5,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.83082,0.82942,WIN,0.16851,2026-03-31 10:51:22,level_touch,62.8,BEAR
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.59618,0.59559,WIN,0.09896,2026-03-31 10:52:12,level_breakout,58.2,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.74706,0.74765,LOSS,-0.07898,2026-03-31 10:53:52,level_touch,71.7,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15891,1.15927,LOSS,-0.03106,2026-03-31 10:54:42,level_touch,65.7,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,122.04,121.935,WIN,0.08604,2026-03-31 10:54:42,level_touch,64.7,BEAR
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.59619,0.59612,WIN,0.01174,2026-03-31 10:56:22,ema_bounce,65.7,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,110.506,110.564,LOSS,-0.05249,2026-03-31 10:56:22,level_touch,64.2,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.7476,0.74771,LOSS,-0.01471,2026-03-31 10:57:12,level_touch,69.5,BEAR
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.85957,0.86012,LOSS,-0.06399,2026-03-31 11:01:22,ema_bounce,59.6,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.35545,1.35562,LOSS,-0.01254,2026-03-31 11:01:22,level_touch,65.1,BEAR
AUD/NZD OTC,#AUDNZD_otc,SELL,1m,1.23552,1.23576,LOSS,-0.01943,2026-03-31 11:03:52,level_touch,64.7,BEAR
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.7857,1.78522,WIN,0.02688,2026-03-31 11:03:52,ema_bounce,58.0,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.976,161.97,WIN,0.0037,2026-03-31 11:03:52,level_touch,61.5,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15906,1.15927,LOSS,-0.01812,2026-03-31 11:04:42,level_touch,59.8,BEAR
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.59589,0.5959,LOSS,-0.00168,2026-03-31 11:04:42,ema_bounce,60.1,BEAR
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.86028,0.86009,WIN,0.02209,2026-03-31 11:04:42,level_touch,64.9,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,110.459,110.411,WIN,0.04346,2026-03-31 11:04:42,level_touch,64.9,BEAR
GBP/USD OTC,#GBPUSD_otc,BUY,1m,1.35642,1.3563,LOSS,-0.00885,2026-03-31 11:06:22,level_touch,66.6,NEUTRAL
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42182,1.42206,LOSS,-0.01688,2026-03-31 11:06:22,level_touch,63.1,NEUTRAL
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.904,161.903,WIN,0.00062,2026-03-31 11:07:12,level_touch,63.1,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.96503,1.96533,LOSS,-0.01527,2026-03-31 11:08:02,ema_bounce,57.1,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42187,1.42122,WIN,0.04571,2026-03-31 11:09:42,level_touch,66.8,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,110.45,110.437,WIN,0.01177,2026-03-31 11:09:42,level_touch,66.4,BEAR
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.78834,1.79009,LOSS,-0.09786,2026-03-31 11:10:32,level_touch,57.3,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.35561,1.35446,WIN,0.08483,2026-03-31 11:10:32,level_touch,63.1,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.963,161.949,WIN,0.00864,2026-03-31 11:10:32,level_touch,67.6,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15856,1.15897,LOSS,-0.03539,2026-03-31 11:13:02,level_touch,64.9,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.74697,0.74656,WIN,0.05489,2026-03-31 11:13:02,level_touch,64.9,BEAR
KES/USD OTC,#KESUSD_otc,SELL,1m,0.0075795,0.0075792,WIN,0.00396,2026-03-31 11:13:02,level_touch,66.8,BEAR
CAD/JPY OTC,#CADJPY_otc,SELL,1m,121.776,121.772,WIN,0.00328,2026-03-31 11:13:02,ema_bounce,80,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.96476,1.96476,DRAW,0.0,2026-03-31 11:13:02,ema_bounce,83,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.82639,0.82622,WIN,0.02057,2026-03-31 11:15:32,ema_bounce,61.9,BEAR
KES/USD OTC,#KESUSD_otc,SELL,1m,0.0075782,0.0075772,WIN,0.0132,2026-03-31 11:16:22,ema_bounce,69.7,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.96381,1.96432,LOSS,-0.02597,2026-03-31 11:16:22,ema_bounce,71.7,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.74686,0.74633,WIN,0.07096,2026-03-31 11:19:42,level_touch,69.5,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42143,1.42202,LOSS,-0.04151,2026-03-31 11:19:42,level_touch,66.0,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.96331,1.962,WIN,0.06672,2026-03-31 11:20:33,ema_bounce,60.9,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.82566,0.82556,WIN,0.01211,2026-03-31 11:22:13,ema_bounce,59.9,BEAR
AUD/NZD OTC,#AUDNZD_otc,SELL,1m,1.23584,1.23562,WIN,0.0178,2026-03-31 11:23:03,level_touch,64.7,BEAR
KES/USD OTC,#KESUSD_otc,SELL,1m,0.0075819,0.0075802,WIN,0.02242,2026-03-31 11:23:03,level_touch,63.1,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.96232,1.9617,WIN,0.0316,2026-03-31 11:23:53,ema_bounce,57.3,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15918,1.15926,LOSS,-0.0069,2026-03-31 11:25:33,level_touch,62.8,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42234,1.42242,LOSS,-0.00562,2026-03-31 11:26:23,level_touch,63.1,BEAR
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,199.232,199.274,LOSS,-0.02108,2026-03-31 11:26:23,level_touch,64.7,BEAR
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.95831,0.95951,LOSS,-0.12522,2026-03-31 11:28:03,level_touch,66.0,BEAR
AUD/NZD OTC,#AUDNZD_otc,SELL,1m,1.2355,1.23858,LOSS,-0.24929,2026-03-31 11:28:03,level_touch,65.1,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.979,162.008,LOSS,-0.0179,2026-03-31 11:28:03,level_touch,66.0,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.74688,0.74745,LOSS,-0.07632,2026-03-31 11:28:53,level_touch,66.0,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.82495,0.82478,WIN,0.02061,2026-03-31 11:28:53,level_breakout,57.0,BEAR
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,199.148,199.257,LOSS,-0.05473,2026-03-31 11:29:43,level_touch,64.7,BEAR
KES/USD OTC,#KESUSD_otc,SELL,1m,0.0075786,0.0075731,WIN,0.07257,2026-03-31 11:30:33,level_touch,59.8,BEAR
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.56411,0.56462,LOSS,-0.09041,2026-03-31 11:30:33,ema_bounce,91,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15911,1.15942,LOSS,-0.02674,2026-03-31 11:31:23,level_touch,63.1,BEAR
EUR/CHF OTC,#EURCHF_otc,SELL,1m,0.8627,0.86295,LOSS,-0.02898,2026-03-31 11:31:23,level_touch,62.3,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.96025,1.95967,WIN,0.02959,2026-03-31 11:31:23,ema_bounce,60.4,BEAR
AUD/NZD OTC,#AUDNZD_otc,SELL,1m,1.23526,1.23301,WIN,0.18215,2026-03-31 11:33:03,level_touch,64.7,BEAR
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.59521,0.59573,LOSS,-0.08736,2026-03-31 11:33:53,level_breakout,56.7,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.35247,1.35295,LOSS,-0.03549,2026-03-31 11:33:53,level_touch,64.9,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15916,1.1594,LOSS,-0.0207,2026-03-31 11:34:43,level_touch,63.1,BEAR
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.95873,0.95824,WIN,0.05111,2026-03-31 11:35:33,level_touch,64.7,BEAR
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.56419,0.5646,LOSS,-0.07267,2026-03-31 11:35:33,ema_bounce,69.5,BEAR
EUR/JPY OTC,#EURJPY_otc,SELL,1m,185.43,185.428,WIN,0.00108,2026-03-31 11:36:23,ema_bounce,61.9,BEAR
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.15889,1.15872,LOSS,-0.01467,2026-03-31 11:38:03,level_touch,60.3,NEUTRAL
AUD/USD OTC,#AUDUSD_otc,BUY,1m,0.74776,0.7475,LOSS,-0.03477,2026-03-31 11:38:03,level_touch,61.9,NEUTRAL
KES/USD OTC,#KESUSD_otc,BUY,1m,0.0075739,0.0075761,WIN,0.02905,2026-03-31 11:38:03,level_touch,61.9,NEUTRAL
EUR/CHF OTC,#EURCHF_otc,BUY,1m,0.86403,0.8652,WIN,0.13541,2026-03-31 11:38:03,level_touch,64.7,NEUTRAL
GBP/USD OTC,#GBPUSD_otc,BUY,1m,1.35526,1.35546,WIN,0.01476,2026-03-31 11:38:03,level_touch,61.9,NEUTRAL
USD/CAD OTC,#USDCAD_otc,BUY,1m,1.42204,1.4219,LOSS,-0.00985,2026-03-31 11:38:03,level_touch,61.5,NEUTRAL
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,199.077,199.182,LOSS,-0.05274,2026-03-31 11:38:03,level_breakout,62.3,NEUTRAL
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.95857,0.95919,LOSS,-0.06468,2026-03-31 11:38:53,level_touch,64.7,BEAR
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.59603,0.59468,WIN,0.2265,2026-03-31 11:41:23,level_touch,64.7,NEUTRAL
BHD/CNY OTC,#BHDCNY_otc,BUY,1m,18.35945,18.35946,WIN,5e-05,2026-03-31 11:41:23,level_touch,63.1,NEUTRAL
KES/USD OTC,#KESUSD_otc,BUY,1m,0.0075777,0.0075667,LOSS,-0.14516,2026-03-31 11:41:23,level_touch,57.2,NEUTRAL
EUR/CHF OTC,#EURCHF_otc,BUY,1m,0.86417,0.86369,LOSS,-0.05554,2026-03-31 11:41:23,level_touch,64.7,NEUTRAL
GBP/USD OTC,#GBPUSD_otc,BUY,1m,1.35613,1.35691,WIN,0.05752,2026-03-31 11:41:23,level_touch,62.8,NEUTRAL
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42133,1.42132,WIN,0.0007,2026-03-31 11:41:23,level_touch,61.5,NEUTRAL
NZD/USD OTC,#NZDUSD_otc,BUY,1m,0.56544,0.56572,WIN,0.04952,2026-03-31 11:41:23,level_touch,61.9,NEUTRAL
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.82456,0.82436,WIN,0.02426,2026-03-31 11:41:23,level_breakout,57.0,NEUTRAL
NZD/JPY OTC,#NZDJPY_otc,BUY,1m,106.941,106.866,LOSS,-0.07013,2026-03-31 11:41:23,level_breakout,56.7,NEUTRAL
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.82417,0.82432,LOSS,-0.0182,2026-03-31 11:44:43,ema_bounce,91,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.878,161.914,LOSS,-0.02224,2026-03-31 11:46:23,level_breakout,58.8,BEAR
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.53897,0.53815,WIN,0.15214,2026-03-31 11:46:23,level_touch,66.8,BEAR
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.95867,0.95809,WIN,0.0605,2026-03-31 11:47:13,level_touch,59.8,BEAR
AUD/NZD OTC,#AUDNZD_otc,SELL,1m,1.23206,1.23392,LOSS,-0.15097,2026-03-31 11:47:13,ema_bounce,83,BEAR
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.59477,0.59413,WIN,0.1076,2026-03-31 11:47:13,level_breakout,55.2,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42098,1.42091,WIN,0.00493,2026-03-31 11:47:13,level_touch,66.8,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.82436,0.82457,LOSS,-0.02547,2026-03-31 11:48:53,level_breakout,57.7,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.15865,1.15869,LOSS,-0.00345,2026-03-31 11:49:43,level_touch,66.8,BEAR
AUD/NZD OTC,#AUDNZD_otc,SELL,1m,1.2333,1.23288,WIN,0.03405,2026-03-31 11:50:33,level_touch,63.1,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42104,1.42112,LOSS,-0.00563,2026-03-31 11:50:33,level_touch,71.7,BEAR
EUR/JPY OTC,#EURJPY_otc,SELL,1m,185.358,185.331,WIN,0.01457,2026-03-31 11:52:13,level_touch,66.0,BEAR
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.95686,0.95653,WIN,0.03449,2026-03-31 11:52:13,level_touch,64.7,BEAR
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.53896,0.53972,LOSS,-0.14101,2026-03-31 11:52:13,level_touch,66.8,BEAR
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.59384,0.59153,WIN,0.38899,2026-03-31 11:53:53,ema_bounce,62.6,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.82521,0.82508,WIN,0.01575,2026-03-31 11:53:53,level_touch,71.2,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.1593,1.15919,WIN,0.00949,2026-03-31 11:54:43,level_touch,66.4,BEAR
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.918,161.886,WIN,0.01976,2026-03-31 11:54:43,level_touch,65.1,BEAR
EUR/JPY OTC,#EURJPY_otc,SELL,1m,185.319,185.383,LOSS,-0.03454,2026-03-31 11:55:33,level_touch,64.7,BEAR
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.79309,1.79205,WIN,0.058,2026-03-31 11:55:33,ema_bounce,76,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.74599,0.746,LOSS,-0.00134,2026-03-31 11:57:13,level_touch,59.8,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.42021,1.42042,LOSS,-0.01479,2026-03-31 11:57:13,ema_bounce,61.6,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.8243,0.82425,WIN,0.00607,2026-03-31 11:57:13,level_touch,61.5,BEAR
