pair,symbol,direction,expiry,entry_price,close_price,result,pnl_pct,entry_time,strategy,confidence,session
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.35043,18.35059,LOSS,-0.00087,2026-03-30 15:04:58,level_touch,64.9,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,107.028,106.942,WIN,0.08035,2026-03-30 15:04:58,level_touch,65.1,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.17084,1.17126,LOSS,-0.03587,2026-03-30 15:08:18,ema_bounce,78,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.71694,0.7169,WIN,0.00558,2026-03-30 15:09:08,ema_bounce,60.7,BEAR
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.96,0.95914,WIN,0.08958,2026-03-30 15:09:08,level_touch,69.5,BEAR
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,200.176,200.115,WIN,0.03047,2026-03-30 15:09:08,level_touch,65.7,BEAR
AED/CNY OTC,#AEDCNY_otc,SELL,1m,1.77533,1.77544,LOSS,-0.0062,2026-03-30 15:09:58,ema_bounce,88,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.96665,1.96568,WIN,0.04932,2026-03-30 15:09:58,ema_bounce,69.6,BEAR
EUR/JPY OTC,#EURJPY_otc,SELL,1m,183.832,183.781,WIN,0.02774,2026-03-30 15:11:38,level_touch,65.1,BEAR
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.34876,18.34947,LOSS,-0.00387,2026-03-30 15:11:38,ema_bounce,78,BEAR
USD/CAD OTC,#USDCAD_otc,SELL,1m,1.43778,1.43727,WIN,0.03547,2026-03-30 15:12:28,level_touch,66.4,BEAR
CAD/CHF OTC,#CADCHF_otc,SELL,1m,0.63145,0.63059,WIN,0.13619,2026-03-30 15:14:08,ema_bounce,68.7,BEAR
EUR/JPY OTC,#EURJPY_otc,SELL,1m,183.812,183.816,LOSS,-0.00218,2026-03-30 15:14:58,level_touch,71.2,BEAR
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.35116,18.35336,LOSS,-0.01199,2026-03-30 15:14:58,level_touch,61.1,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.83514,0.8354,LOSS,-0.03113,2026-03-30 15:14:58,ema_bounce,61.1,BEAR
AUD/USD OTC,#AUDUSD_otc,SELL,1m,0.71664,0.717,LOSS,-0.05023,2026-03-30 15:16:38,ema_bounce,85,BEAR
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.95784,0.95841,LOSS,-0.05951,2026-03-30 15:17:28,ema_bounce,88,BEAR
EUR/JPY OTC,#EURJPY_otc,SELL,1m,183.789,183.786,WIN,0.00163,2026-03-30 15:18:18,level_touch,67.7,BEAR
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.35245,18.35316,LOSS,-0.00387,2026-03-30 15:18:18,level_touch,64.4,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.35448,1.35462,LOSS,-0.01034,2026-03-30 15:19:08,level_touch,63.9,BEAR
USD/CHF OTC,#USDCHF_otc,SELL,1m,0.78572,0.78608,LOSS,-0.04582,2026-03-30 15:19:58,level_touch,64.9,BEAR
AUD/JPY OTC,#AUDJPY_otc,SELL,1m,107.021,107.072,LOSS,-0.04765,2026-03-30 15:19:58,level_touch,66.4,BEAR
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.56559,0.56593,LOSS,-0.06011,2026-03-30 15:21:38,level_touch,63.1,BEAR
EUR/USD OTC,#EURUSD_otc,SELL,1m,1.17034,1.17023,WIN,0.0094,2026-03-30 15:22:28,level_touch,64.7,BEAR
BHD/CNY OTC,#BHDCNY_otc,SELL,1m,18.35113,18.35253,LOSS,-0.00763,2026-03-30 15:22:28,level_touch,63.1,BEAR
GBP/AUD OTC,#GBPAUD_otc,SELL,1m,1.96571,1.96539,WIN,0.01628,2026-03-30 15:22:28,ema_bounce,60.1,BEAR
AUD/CAD OTC,#AUDCAD_otc,SELL,1m,0.95754,0.95778,LOSS,-0.02506,2026-03-30 15:23:18,ema_bounce,61.9,BEAR
EUR/GBP OTC,#EURGBP_otc,SELL,1m,0.83411,0.83458,LOSS,-0.05635,2026-03-30 15:23:18,ema_bounce,55.9,BEAR
EUR/JPY OTC,#EURJPY_otc,SELL,1m,183.829,183.806,WIN,0.01251,2026-03-30 15:24:58,level_touch,61.5,BEAR
AUD/CHF OTC,#AUDCHF_otc,SELL,1m,0.51247,0.51332,LOSS,-0.16586,2026-03-30 15:24:58,ema_bounce,61.1,BEAR
NZD/USD OTC,#NZDUSD_otc,SELL,1m,0.56555,0.56604,LOSS,-0.08664,2026-03-30 15:25:48,ema_bounce,56.8,BEAR
GBP/USD OTC,#GBPUSD_otc,SELL,1m,1.35437,1.35476,LOSS,-0.0288,2026-03-30 15:27:28,level_touch,63.1,BEAR
CHF/JPY OTC,#CHFJPY_otc,SELL,1m,200.011,200.147,LOSS,-0.068,2026-03-30 15:27:28,ema_bounce,65.6,BEAR
